Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Piaggio,2,2021,Đã sử dụng,100 - 175 cc,Vespa,300,Tay ga,69000000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,GTS,8000,Tay ga,58000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,1600,Tay ga,33500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,26000,Tay ga,35000000.0
Yamaha,16,2007,Đã sử dụng,100 - 175 cc,Mio,1,Tay ga,9800000.0
Yamaha,7,2016,Đã sử dụng,Trên 175 cc,Dòng khác,36000,Tay ga,45000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,1500,Tay ga,44500000.0
Honda,4,2019,Đã sử dụng,Không rõ,Vision,15000,Tay ga,27900000.0
Honda,5,2018,Đã sử dụng,Không rõ,SH,18000,Tay ga,75000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,48000,Tay côn,22800000.0
Honda,15,2008,Đã sử dụng,50 - 100 cc,Wave,25000,Xe số,11200000.0
Honda,3,2020,Đã sử dụng,Không rõ,Future,6000,Xe số,32500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,45000,Tay ga,18000000.0
Honda,2,2021,Đã sử dụng,Không rõ,AirBlade,300,Tay ga,49500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,7585,Tay ga,7900000.0
Honda,6,2017,Đã sử dụng,Không rõ,Vision,7000,Tay ga,26500000.0
Honda,3,2020,Đã sử dụng,Không rõ,Sonic,20000,Tay côn,35800000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Lead,3568,Tay ga,8300000.0
Honda,11,2012,Đã sử dụng,Không rõ,SH,10000,Tay ga,131500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Future,180,Xe số,32500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,62000,Tay côn,16000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Vespa,16000,Tay ga,12800000.0
Honda,1,2022,Đã sử dụng,Không rõ,SH,1500,Tay ga,83900000.0
Honda,2,2021,Đã sử dụng,Không rõ,SH,5000,Tay ga,97900000.0
Honda,3,2020,Đã sử dụng,Không rõ,Vario,12345,Tay ga,22500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,15000,Tay ga,35000000.0
Suzuki,17,2006,Đã sử dụng,100 - 175 cc,Dòng khác,20000,Tay ga,6500000.0
Hãng khác,13,2010,Đã sử dụng,100 - 175 cc,Dòng khác,6588,Xe số,3900000.0
Honda,7,2016,Đã sử dụng,Trên 175 cc,CB,20,Tay côn,41500000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Liberty,5,Tay ga,13000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,1,Tay ga,27500000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,20000,Xe số,23000000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,1444,Xe số,8000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,10,Tay ga,75000000.0
Honda,16,2007,Đã sử dụng,Không rõ,SH,8888,Tay ga,69999999.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,6000,Tay ga,38500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,25000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,FZ,38150,Tay côn,26000000.0
Hãng khác,1,2022,Đã sử dụng,100 - 175 cc,Monster,1500,Tay côn,10800000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Jupiter,50000,Xe số,4000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,R,3000,Tay côn,69500000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Liberty,2890,Tay ga,10500000.0
Honda,8,2015,Đã sử dụng,Không rõ,Wave,41000,Xe số,8500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,29600000.0
Hãng khác,15,2008,Đã sử dụng,100 - 175 cc,Dòng khác,14,Xe số,4200000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,VespaS125,30,Tay ga,44000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Nouvo,50000,Tay ga,10500000.0
Yamaha,4,2019,Đã sử dụng,50 - 100 cc,Exciter,1000,Xe số,8500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,14500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,50800000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,TFX,2000,Tay côn,40800000.0
Piaggio,1,2022,Đã sử dụng,100 - 175 cc,Sprint,2000,Tay ga,88000000.0
Honda,23,2000,Đã sử dụng,100 - 175 cc,Spacy,33000,Tay ga,33000000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Sirius,22000,Xe số,15500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,36000000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,LX,30000,Tay ga,15000000.0
Hãng khác,4,2019,Đã sử dụng,50 - 100 cc,Dòng khác,37000,Tay ga,12000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,50500000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Janus,1000,Tay ga,18500000.0
Honda,12,2011,Đã sử dụng,Không rõ,Wave,30000,Xe số,7800000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Luvias,1,Tay ga,11300000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,31800000.0
Suzuki,17,2006,Đã sử dụng,Không rõ,Sport/Xipo,20000,Tay côn,31500000.0
Honda,10,2013,Đã sử dụng,Không rõ,Vision,50000,Tay ga,15900000.0
Honda,1,2022,Đã sử dụng,Không rõ,Vario,1000,Tay ga,62800000.0
Yamaha,3,2020,Đã sử dụng,Không rõ,Exciter,1000,Tay côn,18500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,5000,Tay ga,29500000.0
Suzuki,3,2020,Đã sử dụng,100 - 175 cc,Hayate,12345,Tay ga,4500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,20000,Tay côn,26800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Freego,3000,Tay ga,18600000.0
Suzuki,3,2020,Đã sử dụng,100 - 175 cc,Raider,1000,Tay côn,25600000.0
Hãng khác,14,2009,Đã sử dụng,50 - 100 cc,Dòng khác,12345,Xe số,4200000.0
Honda,2,2021,Đã sử dụng,Không rõ,Vision,8000,Tay ga,34000000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Vespa,12000,Tay ga,9500000.0
Suzuki,7,2016,Đã sử dụng,100 - 175 cc,Axelo,5,Tay côn,12500000.0
Honda,15,2008,Đã sử dụng,Không rõ,Future,40000,Xe số,33900000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,35000000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,8423,Xe số,3800000.0
Honda,9,2014,Đã sử dụng,Không rõ,Lead,8000,Tay ga,27900000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Vision,24000,Tay ga,22000000.0
Honda,9,2014,Đã sử dụng,Không rõ,Dream,50000,Xe số,19800000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,9000,Tay côn,21800000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,R,12000,Tay côn,43800000.0
Yamaha,13,2010,Mới,Trên 175 cc,Nouvo,0,Tay ga,6500000.0
Hãng khác,1,2022,Đã sử dụng,100 - 175 cc,BX150,1000,Tay côn,33600000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Dòng khác,3200,Tay côn,52000000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Sirius,12345,Xe số,11500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Wave,26000,Xe số,6500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Luvias,35000,Tay ga,8700000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,8907,Xe số,3800000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,1800,Tay ga,8800000.0
Honda,24,1999,Đã sử dụng,50 - 100 cc,Dream,10000,Xe số,10500000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Sirius,50000,Xe số,12500000.0
Honda,33,1990,Đã sử dụng,50 - 100 cc,Wave,10000,Xe số,7200000.0
Suzuki,1,2022,Đã sử dụng,100 - 175 cc,Raider,4000,Tay côn,44300000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,GTS,8000,Tay ga,70000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,38000,Tay ga,26300000.0
Honda,7,2016,Đã sử dụng,50 - 100 cc,Wave,15000,Xe số,16500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,10000,Tay ga,37800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Click,15000,Tay ga,42000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,SH,9000,Tay ga,49900000.0
Honda,5,2018,Đã sử dụng,Trên 175 cc,AirBlade,8000,Tay ga,35000000.0
Honda,18,2005,Đã sử dụng,50 - 100 cc,Wave,12345,Xe số,25500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vision,8000,Tay ga,27500000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,28000,Tay côn,28500000.0
Suzuki,1,2022,Đã sử dụng,100 - 175 cc,Raider,4000,Tay côn,42300000.0
Honda,1,2022,Đã sử dụng,Không rõ,Lead,280,Tay ga,48500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SHMode,40000,Tay ga,38500000.0
Hãng khác,14,2009,Đã sử dụng,Không rõ,Dòng khác,5686,Xe số,4200000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,5,Tay côn,25000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,13800000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Lead,30000,Tay ga,8200000.0
Honda,2,2021,Đã sử dụng,Không rõ,WinnerX,5000,Tay côn,25800000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,1000,Tay côn,23000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,38000,Xe số,37300000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,TFX,15280,Tay côn,42000000.0
Honda,26,1997,Đã sử dụng,50 - 100 cc,Cub,16799,Xe số,31500000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Lead,35000,Tay ga,10200000.0
Honda,1,2022,Đã sử dụng,Không rõ,CBR,3000,Tay côn,60800000.0
Piaggio,3,2020,Đã sử dụng,Trên 175 cc,GTS,9000,Tay ga,122000000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Dylan,35000,Tay ga,15000000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Vespa,26000,Tay ga,46500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,7000,Tay ga,107500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,32500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,7800,Tay ga,76000000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,30000,Tay ga,21500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Future,10000,Xe số,27500000.0
Piaggio,1,2022,Đã sử dụng,100 - 175 cc,Vespa,4000,Tay ga,68500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,4000,Tay ga,73800000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,38,Xe số,41200000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,35400,Tay côn,47300000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,14000,Tay ga,46800000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Exciter,6110,Tay côn,45000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,38000,Tay ga,19800000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,8500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,14000,Xe số,2500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,7200000.0
Honda,5,2018,Đã sử dụng,Không rõ,Future,1,Xe số,16500000.0
Honda,4,2019,Đã sử dụng,Không rõ,Winner,10000,Tay côn,25900000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,5,Tay côn,25000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,14000,Tay ga,40500000.0
Honda,2,2021,Đã sử dụng,Không rõ,Lead,8000,Tay ga,41000000.0
Honda,1,2022,Đã sử dụng,Không rõ,SH,600,Tay ga,98900000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,FZ,14000,Tay côn,46500000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,22000,Tay ga,17500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,26800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,7800,Tay ga,44000000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,1,Tay côn,20800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,3350,Tay ga,33500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Winner,34000,Tay côn,21800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Vision,25000,Tay ga,13800000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Sprint,5000,Tay ga,65000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,50000,Tay ga,11500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,18,Tay côn,24800000.0
Suzuki,8,2015,Đã sử dụng,100 - 175 cc,Axelo,25000,Tay côn,12800000.0
Honda,19,2004,Đã sử dụng,50 - 100 cc,Dream,20000,Xe số,14600000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,35000,Tay ga,150000000.0
SYM,18,2005,Đã sử dụng,100 - 175 cc,Angela,20000,Xe số,5700000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,20000,Tay ga,4900000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,12000,Tay côn,19000000.0
Yamaha,3,2020,Đã sử dụng,Không rõ,Dòng khác,50000,Tay ga,1500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SHMode,5,Tay ga,56000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,30000,Tay côn,24500000.0
Honda,3,2020,Đã sử dụng,Không rõ,Vision,4000,Tay ga,32500000.0
Suzuki,7,2016,Đã sử dụng,Không rõ,Raider,40000,Tay côn,19900000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,103000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,1000,Tay ga,100000000.0
Honda,1,2022,Đã sử dụng,Không rõ,SH,1000,Tay ga,97900000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,32000,Tay côn,22800000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,23000000.0
Hãng khác,1,2022,Đã sử dụng,50 - 100 cc,Dòng khác,1000,Tay ga,23000000.0
Honda,23,2000,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,5000000.0
Honda,12,2011,Đã sử dụng,Không rõ,Lead,19000,Tay ga,11000000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,61000,Tay côn,19500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,10000,Tay ga,133000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,12000,Xe số,41500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,30000,Tay ga,30000000.0
Honda,1,2022,Mới,Không rõ,Vision,0,Tay ga,4999999.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,12000,Tay ga,15800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,150000000.0
Honda,8,2015,Đã sử dụng,Không rõ,Vision,12000,Tay ga,18800000.0
Honda,13,2010,Đã sử dụng,Không rõ,AirBlade,16000,Tay ga,18800000.0
Honda,13,2010,Đã sử dụng,Không rõ,Lead,16000,Tay ga,11800000.0
Honda,12,2011,Đã sử dụng,Trên 175 cc,Shadow,9000,Tay côn,105000000.0
Piaggio,1,2022,Đã sử dụng,Trên 175 cc,Vespa,1800,Tay ga,135000000.0
Suzuki,14,2009,Đã sử dụng,100 - 175 cc,Hayate,48000,Tay ga,4900000.0
Yamaha,14,2009,Đã sử dụng,Trên 175 cc,FZ,29000,Tay côn,135000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,SH,10000,Tay ga,80000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,76000000.0
Suzuki,12,2011,Đã sử dụng,100 - 175 cc,Xbike,90,Xe số,7300000.0
Honda,6,2017,Đã sử dụng,Không rõ,Winner,35000,Tay côn,19000000.0
Suzuki,12,2011,Đã sử dụng,100 - 175 cc,Xbike,90,Xe số,7400000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,35000,Tay ga,18500000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,29000,Tay côn,17900000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Liberty,36000,Tay ga,13000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Lead,45000,Tay ga,7500000.0
Honda,2,2021,Mới,100 - 175 cc,AirBlade,0,Tay ga,115000000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Dylan,39000,Tay ga,14700000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vision,15000,Tay ga,25800000.0
Hãng khác,13,2010,Đã sử dụng,100 - 175 cc,Dòng khác,12345,Xe số,3500000.0
Honda,14,2009,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,16200000.0
Honda,4,2019,Đã sử dụng,Không rõ,Vario,22000,Tay ga,42600000.0
Honda,2,2021,Đã sử dụng,Không rõ,SH,4000,Tay ga,107500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,72500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Lead,5,Tay ga,22500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Sirius,62000,Xe số,15000000.0
Piaggio,1,2022,Đã sử dụng,100 - 175 cc,Vespa,3000,Tay ga,86000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,56000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Jupiter,60000,Xe số,8800000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,19,Xe số,19500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,13000,Tay ga,69000000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,Future,12345,Xe số,42000000.0
Suzuki,9,2014,Đã sử dụng,100 - 175 cc,EN,35000,Tay ga,9800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,31800000.0
Piaggio,12,2011,Đã sử dụng,100 - 175 cc,Liberty,40000,Tay ga,6999999.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Vision,39000,Tay ga,15600000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,90000000.0
Honda,32,1991,Đã sử dụng,Dưới 50 cc,Dòng khác,2450,Tay ga,89000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Lead,12000,Tay ga,23500000.0
Suzuki,10,2013,Đã sử dụng,100 - 175 cc,Hayate,1111,Tay ga,5000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Vision,12000,Tay ga,24500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Cuxi,26000,Tay ga,21800000.0
Honda,14,2009,Đã sử dụng,Không rõ,Wave,33000,Xe số,58000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,19500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,5000,Tay ga,45000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Sirius,4,Xe số,17800000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Exciter,30000,Tay côn,24800000.0
Piaggio,12,2011,Đã sử dụng,Không rõ,Vespa,25,Tay ga,10800000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,32000000.0
Piaggio,12,2011,Đã sử dụng,Không rõ,Liberty,25,Tay ga,10800000.0
Honda,4,2019,Đã sử dụng,Không rõ,SH,6000,Tay ga,103900000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,AirBlade,1000,Tay ga,43000000.0
Honda,2,2021,Đã sử dụng,Không rõ,AirBlade,18000,Tay ga,36500000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,32000,Tay ga,24800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,12500,Tay côn,22800000.0
Suzuki,4,2019,Đã sử dụng,100 - 175 cc,Raider,28000,Tay côn,30000000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,GD,12000,Tay côn,21500000.0
Honda,4,2019,Đã sử dụng,Trên 175 cc,CBR,8000,Tay côn,195000000.0
Honda,8,2015,Đã sử dụng,Không rõ,Wave,25680,Xe số,12000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,23000,Tay ga,16800000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,34000,Tay ga,27800000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,111,Xe số,1000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,34800000.0
Honda,13,2010,Đã sử dụng,50 - 100 cc,Click,40000,Tay ga,10500000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Freego,5000,Tay ga,23500000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Exciter,18000,Tay côn,27500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,7800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,10000,Tay côn,73000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,5,Tay ga,24500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Nouvo,30000,Tay ga,7000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,6500,Tay ga,49500000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Nvx,15,Tay ga,27500000.0
Honda,14,2009,Đã sử dụng,Không rõ,Future,40000,Xe số,19800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,28100,Tay ga,36000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,7000,Tay ga,77500000.0
Honda,29,1994,Đã sử dụng,Dưới 50 cc,Cub,22000,Xe số,8200000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,5000,Tay ga,43800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,6,Xe số,76000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Winner,6868,Tay côn,23808000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,AirBlade,18000,Tay ga,30800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Scoopy,8000,Tay ga,42500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,76000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,28000,Tay ga,77500000.0
Honda,22,2001,Đã sử dụng,Không rõ,Future,70,Xe số,15500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,25689,Tay ga,8900000.0
Piaggio,13,2010,Đã sử dụng,100 - 175 cc,Vespa,48000,Tay ga,10500000.0
Honda,9,2014,Đã sử dụng,Không rõ,Wave,111,Xe số,1700000.0
Honda,1,2022,Đã sử dụng,Không rõ,Future,5232,Xe số,28500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,69241,Tay ga,22500000.0
Honda,6,2017,Đã sử dụng,Không rõ,Win,25000,Tay côn,17500000.0
Yamaha,16,2007,Đã sử dụng,100 - 175 cc,Nouvo,66666,Tay ga,2900000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,26000,Tay ga,13500000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,50000,Xe số,18500000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Nouvo,12000,Tay ga,11500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,60000,Tay côn,17000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,15000,Tay ga,25500000.0
Yamaha,1,2022,Đã sử dụng,50 - 100 cc,XMAX,10,Xe số,1800000.0
Hãng khác,7,2016,Đã sử dụng,Dưới 50 cc,Dòng khác,39000,Xe số,6900000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Vision,5,Tay ga,14500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,2669,Tay ga,79500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Scoopy,12500,Tay ga,43000000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Nouvo,12345,Tay ga,2300000.0
Honda,14,2009,Đã sử dụng,Không rõ,SH,60000,Tay ga,60000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,113000000.0
Honda,13,2010,Đã sử dụng,Không rõ,AirBlade,22000,Tay ga,60000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,39000,Tay ga,29500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,10,Tay ga,82000000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,17000,Tay côn,15500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Beat,5000,Tay ga,27500000.0
Hãng khác,13,2010,Đã sử dụng,Không rõ,Dòng khác,123,Xe số,3800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,27000,Tay ga,25500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,10000,Tay côn,24500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,7000,Tay ga,45500000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,17000,Tay côn,26500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,PCX,2500,Tay ga,68000000.0
Piaggio,8,2015,Đã sử dụng,Không rõ,Liberty,14000,Tay ga,8700000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,23000,Tay ga,31200000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,27000,Tay côn,21500000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,Wave,12345,Xe số,11800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,5,Xe số,13500000.0
