Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,25000,Tay ga,45000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,73000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SHMode,10000,Tay ga,52800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vision,1000,Tay ga,40800000.0
Yamaha,2,2021,Đã sử dụng,Không rõ,YB125,6000,Tay côn,37500000.0
SYM,16,2007,Đã sử dụng,Không rõ,Attila,1234,Tay ga,2999999.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Exciter,30000,Tay côn,42800000.0
Honda,11,2012,Đã sử dụng,Không rõ,Vision,68,Tay ga,15800000.0
Honda,28,1995,Đã sử dụng,50 - 100 cc,Dream,26,Xe số,18600000.0
Honda,8,2015,Đã sử dụng,50 - 100 cc,Wave,30000,Xe số,60000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Jupiter,28000,Xe số,12500000.0
Piaggio,7,2016,Đã sử dụng,Không rõ,Vespa,30000,Tay ga,19500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,32000,Tay ga,53500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,1,Tay ga,46900000.0
Honda,3,2020,Đã sử dụng,Không rõ,Vision,12000,Tay ga,26500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Latte,8500,Tay ga,28000000.0
SYM,8,2015,Đã sử dụng,100 - 175 cc,Attila,9000,Tay ga,3800000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,170000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Wave,9000,Xe số,7000000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Jupiter,20000,Xe số,14500000.0
Honda,13,2010,Đã sử dụng,Không rõ,Future,50000,Xe số,23800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,7000,Tay ga,41500000.0
Honda,12,2011,Đã sử dụng,50 - 100 cc,Dream,111,Xe số,9500000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,10000,Tay ga,23500000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Nvx,4000,Tay ga,45500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SHMode,5,Tay ga,69000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,1,Xe số,15000000.0
Hãng khác,8,2015,Đã sử dụng,Không rõ,BN302,20000,Tay côn,45800000.0
Honda,1,2022,Mới,100 - 175 cc,Cub,0,Xe số,100000000.0
Honda,8,2015,Đã sử dụng,50 - 100 cc,Blade,48439,Xe số,11000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Future,40000,Tay ga,28000000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,8000,Tay ga,13800000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Liberty,8000,Tay ga,10800000.0
Honda,4,2019,Đã sử dụng,Không rõ,SH,16000,Tay ga,115000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,35000,Tay ga,26500000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Luvias,23333,Tay ga,16800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,39500000.0
Piaggio,13,2010,Đã sử dụng,100 - 175 cc,Vespa,2500,Tay ga,9200000.0
Honda,13,2010,Đã sử dụng,Không rõ,AirBlade,2500,Tay ga,9000000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Nouvo,8888,Tay ga,15500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,R,2200,Tay côn,38000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Dream,5000,Xe số,3100000.0
Honda,10,2013,Đã sử dụng,Không rõ,Lead,3500,Tay ga,9500000.0
Honda,13,2010,Đã sử dụng,Trên 175 cc,Click,15000,Tay ga,7500000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,2400,Tay côn,17500000.0
Honda,10,2013,Đã sử dụng,Không rõ,AirBlade,2500,Tay ga,11500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,1320,Xe số,3800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,TFX,19500,Tay côn,38000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,18868,Tay ga,8800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,25000,Xe số,6500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,13900000.0
Honda,8,2015,Đã sử dụng,Không rõ,Lead,9000,Tay ga,21800000.0
Honda,2,2021,Đã sử dụng,50 - 100 cc,Wave,13000,Xe số,14500000.0
SYM,8,2015,Đã sử dụng,100 - 175 cc,Venus,12000,Tay ga,9700000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Nouvo,30000,Tay ga,40000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Nozza,1000,Tay ga,9500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,PCX,45500,Tay ga,24000000.0
Hãng khác,22,2001,Đã sử dụng,50 - 100 cc,Dòng khác,10000,Xe số,4300000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Sirius,25000,Xe số,12600000.0
Hãng khác,1,2022,Đã sử dụng,Không rõ,Django,3000,Tay ga,57000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Winner,9999,Tay côn,24500000.0
Hãng khác,2,2021,Đã sử dụng,Dưới 50 cc,Espero,9000,Xe số,7000000.0
Yamaha,12,2011,Đã sử dụng,Không rõ,Sirius,19999,Xe số,8500000.0
Hãng khác,21,2002,Đã sử dụng,Không rõ,Dòng khác,26800,Xe số,8600000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,5,Tay ga,95000000.0
Honda,12,2011,Đã sử dụng,Không rõ,SH,12000,Tay ga,135000000.0
Suzuki,3,2020,Đã sử dụng,Không rõ,GSX,5000,Tay côn,37800000.0
Hãng khác,4,2019,Đã sử dụng,Dưới 50 cc,Dòng khác,6000,Tay ga,10000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,42300,Tay ga,12500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,59000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,15000,Tay côn,24500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,17000,Tay ga,44500000.0
Honda,1,2022,Mới,Không rõ,Vision,0,Tay ga,30000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Luvias,39999,Tay ga,16800000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,46000000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,1500,Tay ga,2500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,11000,Tay côn,24000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,30000,Xe số,45500000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,1234,Xe số,2100000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,34500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,31000000.0
Suzuki,3,2020,Đã sử dụng,Không rõ,Satria,1,Tay côn,34900000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,48900000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Jupiter,10000,Xe số,10800000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,90000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Wave,1600,Xe số,7500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,6000,Tay ga,11500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,5000,Tay ga,15000000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Beverly,3000,Tay ga,29500000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,25000,Tay ga,3900000.0
Hãng khác,10,2013,Đã sử dụng,Trên 175 cc,Monster,17,Tay côn,110000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Wave,2600,Xe số,7200000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Dream,53200,Xe số,14500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,AirBlade,3680,Tay ga,19600000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,PCX,2100,Tay ga,25500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Future,2799,Xe số,15000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,35000,Xe số,3200000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Luvias,29999,Tay ga,16800000.0
Honda,9,2014,Đã sử dụng,50 - 100 cc,Wave,16,Xe số,8500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Lead,2000,Tay ga,9500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Future,8000,Xe số,26500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,15000,Tay ga,42000000.0
Honda,1,2022,Đã sử dụng,Không rõ,WinnerX,5000,Tay côn,30900000.0
Honda,29,1994,Đã sử dụng,Dưới 50 cc,Dòng khác,1234,Tay ga,16500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,15000,Tay côn,33500000.0
Honda,15,2008,Đã sử dụng,50 - 100 cc,Wave,30000,Xe số,6800000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Click,12000,Tay ga,9000000.0
Honda,10,2013,Đã sử dụng,Không rõ,AirBlade,10000,Tay ga,14000000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,93000000.0
Honda,14,2009,Đã sử dụng,Không rõ,Wave,50000,Xe số,13500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,18000,Tay ga,25000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Nouvo,5,Tay ga,14000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,1360,Tay ga,70600000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Vespa,16000,Tay ga,8900000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,WinnerX,6666,Tay côn,31000000.0
Hãng khác,4,2019,Đã sử dụng,100 - 175 cc,TNT,20000,Tay côn,19500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Luvias,39399,Tay ga,14900000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Lead,16,Tay ga,7800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,7000,Tay ga,97000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Nozza,3260,Tay ga,9000000.0
Honda,1,2022,Đã sử dụng,Không rõ,MSX125,12345,Tay côn,27800000.0
Hãng khác,19,2004,Đã sử dụng,50 - 100 cc,Dòng khác,33333,Xe số,12500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,25086,Xe số,12500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,PCX,36,Tay ga,35000000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,3,Tay côn,23800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,20,Tay ga,37200000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Wave,35000,Xe số,7500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,30000,Tay côn,19900000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,7000,Tay ga,28500000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,8000,Tay côn,12800000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,88000000.0
Piaggio,8,2015,Đã sử dụng,Không rõ,Liberty,10000,Tay ga,15500000.0
Hãng khác,3,2020,Đã sử dụng,Trên 175 cc,BN302,4600,Tay côn,78000000.0
Honda,20,2003,Đã sử dụng,50 - 100 cc,Wave,55555,Xe số,14000000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Vespa,2300,Tay ga,29500000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,YB125,2298,Tay côn,33000000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Vespa,2200,Tay ga,26000000.0
SYM,13,2010,Đã sử dụng,Không rõ,Shark,50000,Tay ga,7800000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Wave,26000,Xe số,6800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SHMode,13000,Tay ga,44000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Luvias,5,Tay ga,14000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,50000,Tay ga,21000000.0
Honda,7,2016,Đã sử dụng,Không rõ,Vision,17000,Tay ga,24000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Grande,15,Tay ga,22800000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Sirius,16,Xe số,7100000.0
Suzuki,23,2000,Đã sử dụng,100 - 175 cc,Viva,25700,Xe số,4200000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Vespa,16000,Tay ga,17500000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,23000,Tay ga,4800000.0
Honda,1,2022,Đã sử dụng,Không rõ,WinnerX,2000,Tay côn,26800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,R,7000,Tay côn,46000000.0
Honda,2,2021,Đã sử dụng,Không rõ,SHMode,1700,Tay ga,65500000.0
Honda,2,2021,Đã sử dụng,Không rõ,SHMode,1300,Tay ga,64500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,15000,Tay ga,8000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,6868,Tay côn,18000000.0
Honda,16,2007,Đã sử dụng,Không rõ,AirBlade,1234,Tay ga,11500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,25000,Xe số,7800000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,10000,Tay côn,15900000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,8700,Tay ga,50000000.0
Honda,3,2020,Đã sử dụng,Không rõ,Sonic,18000,Tay côn,29900000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Sirius,12000,Xe số,14500000.0
Hãng khác,22,2001,Đã sử dụng,100 - 175 cc,Dòng khác,55000,Xe số,4200000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,63800000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Sirius,10000,Xe số,11000000.0
Yamaha,15,2008,Đã sử dụng,100 - 175 cc,Nouvo,38388,Tay ga,2800000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Exciter,1,Tay côn,33500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,18000,Tay ga,5000000.0
Suzuki,20,2003,Đã sử dụng,100 - 175 cc,Sport/Xipo,3880,Tay côn,35000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Cub,2100,Tay côn,7500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,2100,Tay ga,15800000.0
Honda,14,2009,Đã sử dụng,Không rõ,AirBlade,38000,Tay ga,25000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,5,Tay ga,12000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Luvias,24,Tay ga,6800000.0
SYM,18,2005,Đã sử dụng,100 - 175 cc,Bonus,123,Tay côn,7300000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SHMode,15000,Tay ga,53800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Lead,18600,Tay ga,19200000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Nouvo,500,Tay ga,5555555.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Wave,28288,Xe số,11000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Sirius,16,Xe số,8600000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Sirius,3200,Xe số,10600000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,12,Xe số,12300000.0
Yamaha,17,2006,Đã sử dụng,Không rõ,Nouvo,27000,Tay ga,7500000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Primavera,15000,Tay ga,28500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,14000,Tay ga,15000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,2400,Tay ga,18500000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Nouvo,10000,Tay ga,10500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,PCX,22000,Tay ga,34800000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vision,5,Tay ga,26000000.0
Honda,9,2014,Đã sử dụng,Không rõ,Vision,15900,Tay ga,18888888.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,45000,Tay ga,60000000.0
Honda,18,2005,Đã sử dụng,50 - 100 cc,Dream,20000,Xe số,9500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Vision,2500,Tay ga,13500000.0
SYM,12,2011,Đã sử dụng,50 - 100 cc,Attila,29,Tay ga,3900000.0
Honda,1,2022,Mới,100 - 175 cc,Winner,0,Tay côn,4000000.0
Honda,19,2004,Đã sử dụng,Không rõ,Wave,10000,Xe số,4500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,16,Tay ga,11000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,9000,Tay côn,27000000.0
Honda,6,2017,Đã sử dụng,Dưới 50 cc,Cub,15000,Xe số,3900000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Vision,16,Tay ga,13200000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,10000,Tay côn,20800000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,FZ,56000,Tay côn,28000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,400,Tay ga,88800000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Future,50000,Xe số,26500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,19000,Tay ga,28500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,21000,Xe số,14300000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,18200,Tay ga,8800000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Vespa,10000,Tay ga,8800000.0
Honda,24,1999,Đã sử dụng,Không rõ,Dream,20000,Xe số,14500000.0
Honda,14,2009,Đã sử dụng,Không rõ,Lead,55000,Tay ga,11000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Wave,30000,Xe số,7800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,48000,Tay ga,2800000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,SH,25,Tay ga,72000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,9919,Tay côn,25800000.0
Piaggio,15,2008,Đã sử dụng,100 - 175 cc,Liberty,5,Tay ga,8000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,10000,Tay ga,48000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,9999999.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,16000,Tay ga,38000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vision,20000,Tay ga,24800000.0
SYM,11,2012,Đã sử dụng,Không rõ,Elizabeth,1234,Tay ga,4800000.0
Yamaha,15,2008,Đã sử dụng,100 - 175 cc,Jupiter,25000,Xe số,8300000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,28000,Tay côn,23500000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Sirius,8000,Xe số,8500000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Liberty,2499,Tay ga,13500000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Wave,8421,Xe số,3800000.0
Kawasaki,5,2018,Đã sử dụng,100 - 175 cc,Vulcan,2200,Tay côn,20500000.0
Honda,16,2007,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,13800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Wave,16,Xe số,12300000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,68688,Tay côn,14000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Jupiter,16,Xe số,11500000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,AirBlade,22222,Tay ga,7990000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Wave,12345,Xe số,4300000.0
Suzuki,25,1998,Đã sử dụng,100 - 175 cc,Sport/Xipo,50000,Tay côn,28500000.0
Honda,2,2021,Mới,Trên 175 cc,CB,0,Tay côn,60000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,89900000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,MSX125,1000,Tay côn,50000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,2400,Tay ga,66000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,37000,Tay ga,75500000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Janus,8000,Tay ga,16500000.0
Honda,3,2020,Đã sử dụng,Không rõ,Lead,2600,Tay ga,24500000.0
Honda,1,2022,Đã sử dụng,Không rõ,WinnerX,6000,Tay côn,34500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,WinnerX,20000,Tay côn,24000000.0
SYM,9,2014,Đã sử dụng,100 - 175 cc,Shark,2200,Tay ga,6500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Lead,28325,Tay ga,14700000.0
Piaggio,10,2013,Đã sử dụng,Không rõ,Liberty,1000,Tay ga,11800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,6000,Tay ga,30300000.0
Honda,10,2013,Đã sử dụng,Không rõ,AirBlade,12345,Tay ga,24000000.0
Honda,16,2007,Đã sử dụng,Không rõ,Wave,24000,Xe số,12200000.0
Hãng khác,3,2020,Đã sử dụng,100 - 175 cc,Hypermotard,1600,Tay côn,15000000.0
Hãng khác,23,2000,Đã sử dụng,Dưới 50 cc,Dòng khác,36,Xe số,6200000.0
Yamaha,17,2006,Đã sử dụng,100 - 175 cc,Mio,5,Tay ga,7500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,24,Tay ga,5500000.0
Honda,3,2020,Đã sử dụng,Dưới 50 cc,Scoopy,20000,Tay ga,8500000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Sirius,12000,Xe số,12800000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Vespa,12000,Tay ga,24500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vario,26000,Tay ga,52000000.0
Honda,1,2022,Đã sử dụng,Không rõ,AirBlade,50000,Tay ga,28500000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,12800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,KPR,99,Tay côn,26000000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,5000,Tay côn,18800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,16,Tay ga,9200000.0
Hãng khác,5,2018,Đã sử dụng,Không rõ,Monster,1313,Tay côn,9000000.0
Honda,28,1995,Đã sử dụng,50 - 100 cc,Dream,12000,Xe số,30000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Nvx,11000,Tay ga,22500000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,Vespa,15000,Tay ga,18500000.0
Honda,13,2010,Đã sử dụng,50 - 100 cc,Wave,16,Xe số,88000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Vision,2345,Tay ga,14500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,28000,Tay ga,23000000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Sirius,50000,Xe số,12500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SH,16338,Tay ga,63500000.0
Honda,4,2019,Đã sử dụng,Không rõ,Sonic,20000,Tay côn,32900000.0
SYM,3,2020,Đã sử dụng,Dưới 50 cc,Elite,5000,Tay ga,8000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Wave,1000,Xe số,16800000.0
Honda,2,2021,Đã sử dụng,Không rõ,MSX125,3000,Tay côn,22500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,50000,Tay ga,8000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,40000,Tay ga,14800000.0
Honda,13,2010,Đã sử dụng,Không rõ,AirBlade,12000,Tay ga,16800000.0
Suzuki,9,2014,Đã sử dụng,100 - 175 cc,GN,1000,Tay côn,12000000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Sprint,3000,Tay ga,25600000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Nvx,5000,Tay ga,20800000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Liberty,3000,Tay ga,14500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Luvias,1,Tay ga,10900000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,14000,Tay ga,8800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Click,18000,Tay ga,7500000.0
Honda,7,2016,Đã sử dụng,Không rõ,Winner,40000,Tay côn,21800000.0
Hãng khác,11,2012,Đã sử dụng,100 - 175 cc,Dòng khác,30000,Xe số,2500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,8,Tay ga,92500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,PCX,3000,Tay ga,23600000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,1,Tay ga,77500000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,5000,Tay ga,19800000.0
Yamaha,4,2019,Đã sử dụng,Trên 175 cc,Janus,1000,Tay ga,17500000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,1,Tay côn,23800000.0
Kawasaki,2,2021,Đã sử dụng,100 - 175 cc,W175,1000,Tay côn,42000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,TFX,17,Tay côn,35500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,9000,Tay ga,4800000.0
GPX,1,2022,Đã sử dụng,100 - 175 cc,Legend150S,300,Tay côn,47000000.0
Honda,15,2008,Đã sử dụng,50 - 100 cc,Wave,6789,Xe số,11800000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Exciter,560,Tay côn,38800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Wave,5000,Xe số,12000000.0
Honda,2,2021,Đã sử dụng,Không rõ,SH,1540,Tay ga,95000000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,Satria,5,Tay côn,31500000.0
Honda,12,2011,Đã sử dụng,Không rõ,Lead,1,Tay ga,10800000.0
